465;PUNTAS DE LA MINA;3;0;0
466;LA MINA;3;0;0
467;CUCHILLA DE MELO;3;0;0
468;GRANJA DE ACEGUA;3;0;0
469;PANTEON;3;0;0
470;SARANDI DE ACEGUA;3;0;0
471;CRUZ DE PIEDRA;3;0;0
472;BUENA VISTA;3;0;0
473;COLONIA MARIA TERESA;3;0;0
474;PUNTAS DE PALLEROS;3;0;0
475;SAUCE DE CONVENTOS;3;0;0
476;PUENTE NEGRO;3;0;0
477;TRES BOLICHES;3;0;0
478;PASO DE LAS TROPAS;3;0;0
479;COLONIA OROZCO;3;0;0
480;CHACRAS DE MELO;3;0;0
481;CONVENTOS;3;0;0
482;GRANJA PALLERO;3;0;0
483;CAÑADA SARANDI;3;0;0
484;VILLA VIÑOLES;3;0;0
485;COLONIA CERES;3;0;0
486;PASO DE LA CRUZ;3;0;0
487;SANTA TERESA;3;0;0
488;INFIERNILLO;3;0;0
489;SANCHEZ;3;0;0
490;AMARILLO;3;0;0
491;GUAZUNAMBI;3;0;0
492;CAMPAMENTO;3;0;0
493;MAZANGANO;3;0;0
494;LOS CERROS;3;0;0
495;RINCON DE LA URBANA;3;0;0
496;RINCON DE SUAREZ;3;0;0
497;PASO DE LOS CARROS;3;0;0
498;AGUIRRE;3;0;0
499;RINCON DE PY;3;0;0
500;GANEN;3;0;0
501;RINCON DE CONTRERAS;3;0;0
502;PUNTAS DE TACUARI;3;0;0
503;LAS LIMAS;3;0;0
504;CALERA DE RECALDE;3;0;0
505;COIMBRA;3;0;0
506;LAGUNA DEL JUNCO;3;0;0
507;PASO PEREIRA;3;0;0
508;PIEDRA ALTA;3;0;0
509;BAÑADO DE LAS PAJAS;3;0;0
510;CAÑADA BRAVA;3;0;0
511;CAÑADA GRANDE;3;0;0
512;PEÑAROL;3;0;0
513;PIÑEIRO;3;0;0
514;COLONIA DEL SACRAMENTO;4;0;0
515;LA ESTANZUELA;4;0;0
516;PLAYA FOMENTO;4;0;0
517;GIL;4;0;0
518;PUEBLO GIL;4;0;0
519;FCIO SANCHEZ;4;0;0
520;FLORENCIO SANCHEZ;4;0;0
521;BOCA DEL ROSARIO;4;0;0
522;NUEVA PALMIRA;4;0;0
523;AGRACIADA;4;0;0
524;COLONIA VALDENSE;4;0;0
525;EL ENSUEÑO;4;0;0
526;LA HORQUETA;4;0;0
527;SAN PEDRO;4;0;0
528;SANTA REGINA;4;0;0
529;JUAN JACKSON;4;0;0
530;TARARIRAS;4;0;0
531;PASTOREO;4;0;0
532;LA PAZ;4;0;0
533;CARMELO;4;0;0
534;LA SIERRA;4;0;0
535;REAL DE VERA;4;0;0
536;CONCHILLAS;4;0;0
537;RIACHUELO;4;0;0
538;BARKER;4;0;0
539;JUAN CARLOS CASEROS;4;0;0
540;CHICO TORINO;4;0;0
541;ARRIVILLAGA;4;0;0
542;COLONIA MIGUELETE;4;0;0
543;OMBUES DE LAVALLE;4;0;0
544;CUFRE;4;0;0
545;COLONIA SUIZA;4;0;0
546;NUEVA HELVECIA;4;0;0
547;JUAN LACAZE;4;0;0
548;CERROS DE SAN JUAN;4;0;0
549;ROSARIO;4;0;0
550;PASO ANTOLIN;4;0;0
551;CASERIO EL CERRO;4;0;0
552;EL SEMILLERO;4;0;0
553;CAMPANA;4;0;0
554;ARTILLEROS;4;0;0
555;BALNEARIO ARTILLEROS;4;0;0
556;P.ASTILLERO;4;0;0
557;BLANCA ARENA;4;0;0
558;BRISAS DEL PLATA;4;0;0
559;COLONIA COSMOPOLITA;4;0;0
560;PARAJE MINUANO;4;0;0
561;RADIAL HERNANDEZ;4;0;0
562;BALNEARIO BRITOPOLIS;4;0;0
563;PLAYA BRITOPOLIS;4;0;0
564;BALNEARIO SANTA ANA;4;0;0
565;SANTA ANA;4;0;0
566;LOS PINOS;4;0;0
567;PLAYA AZUL;4;0;0
568;PLAYA PARANT;4;0;0
569;PUERTO INGLES;4;0;0
570;BALNEARIO ZAGARZAU;4;0;0
571;BALNEARIO ZAGARZAZU;4;0;0
572;ZAGARZAZU;4;0;0
573;EL FARO;4;0;0
574;LAGUNA DE LOS PATOS;4;0;0
575;CERRO CARMELO;4;0;0
576;EL QUINTON;4;0;0
577;BOCA DEL ROSARIO OESTE;4;0;0
578;MINUANO Y SAUCE;4;0;0
579;COSTA DE ROSARIO;4;0;0
580;PASO DE LA QUINTA;4;0;0
581;CERROS NEGROS;4;0;0
582;BARRANCAS COLORADAS;4;0;0
583;CONCORDIA;4;0;0
584;COLONIA QUEVEDO;4;0;0
585;RESGUARDO CUFRE;4;0;0
586;BARRIO OLIMPICO;4;0;0
587;COLONIA ESPAÑOLA;4;0;0
588;COSTAS DE SAN JUAN;4;0;0
589;PUNTAS DE SAN JUAN;4;0;0
590;LAS CHISPAS;4;0;0
591;PASO BIRRIEL;4;0;0
592;PIEDRA CHATA;4;0;0
593;ZUNIN;4;0;0
594;COSTAS DE POLONIA;4;0;0
595;TRES ESQUINAS;4;0;0
596;MANANTIALES;4;0;0
597;TERMINAL;4;0;0
598;MEDIA AGUA;4;0;0
599;PASO MORLAN;4;0;0
600;PUNTAS DEL SAUCE;4;0;0
601;PUNTAS DE MELO;4;0;0
602;BARKER NORTE;4;0;0
603;COSTA DE COLLA AL ESTE;4;0;0
604;COSTA DEL NAVARRO;4;0;0
605;ROSARIO Y COLLA;4;0;0
606;COLONIA TALICE;4;0;0
607;COLONIA PEIRANO;4;0;0
608;PICADA DE BENITEZ;4;0;0
609;PUERTO ROSARIO;4;0;0
610;PUERTO CONCORDIA;4;0;0
611;RADIAL ROSARIO;4;0;0
612;PASO QUICHO;4;0;0
613;TOMAS BELL;4;0;0
614;VILLA PANCHA;4;0;0
615;RINCON DEL REY;4;0;0
616;BONJOUR;4;0;0
617;PIEDRAS BLANCAS;4;0;0
618;COLONIA SARANDI;4;0;0
619;MOLLES DE MIGUELETE;4;0;0
620;MIGUELETE DE CONCHILLAS;4;0;0
621;PUNTAS DE JUAN GONZALEZ;4;0;0
622;EL CUADRO;4;0;0
623;CERRO DE LAS ARMAS;4;0;0
624;PASO HOSPITAL;4;0;0
625;PASO HOSPITAL MANANTIALES;4;0;0
626;SAN LUIS SANCHEZ;4;0;0
627;MINAS DE NARANCIO;4;0;0
628;ESTACION ESTANZUELA;4;0;0
629;ESTACION EXPERIMENTAL LA ESTANZUELA;4;0;0
630;SAN PEDRO NORTE;4;0;0
631;PUNTAS DE SAN PEDRO;4;0;0
632;SAN PEDRO DE ARRIBA;4;0;0
633;PIEDRA DE LOS INDIOS;4;0;0
634;REDUCTO;4;0;0
635;QUINTON;4;0;0
636;PUNTAS DEL RIACHUELO;4;0;0
637;COSTA DE TARARIRAS;4;0;0
638;SAN LUIS DE TARARIRAS;4;0;0
639;SAN LUIS;4;0;0
640;SAN JUAN;4;0;0
641;PUERTO PLATERO;4;0;0
642;POLANCO;4;0;0
643;POLANCOS;4;0;0
644;LAS FLORES;4;0;0
645;EL CHILENO;4;0;0
646;VIBORAS Y VACAS;4;0;0
647;VIBORAS;4;0;0
648;COLONIA ARRUE;4;0;0
649;COSTA DE VACAS;4;0;0
650;COLONIA ESTRELLA;4;0;0
651;COSTAS DE JUAN GONZALEZ;4;0;0
652;JUAN GONZALEZ;4;0;0
653;SAN ROQUE;4;0;0
654;SARANDI CAMPANA;4;0;0
655;SANTA ROSA;4;0;0
656;MARTIN CHICO DE CONCHILLAS;4;0;0
657;BUENA HORA;4;0;0
658;MARTIN CHICO;4;0;0
659;PUNTA FRANCESA;4;0;0
660;BELGRANO NORTE;4;0;0
661;BELGRANO SUR;4;0;0
662;EL GENERAL;4;0;0
663;CURUPI;4;0;0
664;BARRIO MENDAÑA;4;0;0
665;EL BAÑADO;4;0;0
666;EL CAÑO;4;0;0
667;LOMAS DE CARMELO;4;0;0
668;LOMAS DE CARMELO/COL;4;0;0
669;CAMPAMENTO ARTIGAS;4;0;0
670;EL CERRO;4;0;0
671;ESTANCIA ANCHORENA;4;0;0
672;PUNTAS DEL ROSARIO;4;0;0
673;LAS CAÑAS;5;0;0
674;SARANDI DEL YI;5;0;0
675;DURAZNO;5;0;0
676;BLANQUILLO;5;0;0
677;PUEBLO DE ALVAREZ;5;0;0
678;ELIAS REGULES;5;0;0
679;ROSSELL Y RIUS;5;0;0
680;CHILENO GRANDE (AGUERO);5;0;0
681;LAS PALMAS;5;0;0
682;CERRO CHATO;5;0;0
683;PUEBLO CENTENARIO;5;0;0
684;CARLOS REYLES;5;0;0
685;BAYGORRIA;5;0;0
686;AGUAS BUENAS;5;0;0
687;LA PALOMA;5;0;0
688;VILLA DEL CARMEN;5;0;0
689;DE DIOS;5;0;0
690;FELICIANO;5;0;0
691;OMBUES DE ORIBE;5;0;0
692;SAN JORGE;5;0;0
693;SANTA BERNARDINA;5;0;0
694;CERREZUELO;5;0;0
695;PASO DEL MEDIO LAS PALMAS;5;0;0
696;CUCHILLA DE RAMIREZ;5;0;0
697;LA MAZAMORRA;5;0;0
698;LA ALEGRIA;5;0;0
699;PASO RAMIREZ;5;0;0
700;VERDUN;5;0;0
701;CERRO CONVENTO;5;0;0
702;CEIBAL;5;0;0
703;CAPILLA DE FARRUCO;5;0;0
704;CAPILLA FARRUCO;5;0;0
705;LAS ACACIAS;5;0;0
706;CHILENO;5;0;0
707;BLANQUILLO AL OESTE;5;0;0
708;ESTACION CHILENO;5;0;0
709;CHILENO CHICO;5;0;0
710;PUNTAS DE HERRERA;5;0;0
711;PUNTAS DE MALBAJAR;5;0;0
712;PASO DE AGUIRRE;5;0;0
713;MALBAJAR OESTE;5;0;0
